"","aacode","welshId","usedColumns"
"119","j1184108","84","builtformtype endterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]"
"120","k8036219","84","builtformtype endterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]"
"121","k4097131","85","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild; householdincomebeforetax (2.2e+04,2.43e+04]"
"122","k6107121","86","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild"
"123","j1232108","87","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]; chiefincomeearnersage (68,73]; hasdisabledorsickoccupant FALSE"
"124","k6095914","87","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]; chiefincomeearnersage (68,73]; hasdisabledorsickoccupant FALSE"
"125","k8021603","88","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (175,225]"
"126","j1132405","89","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; householdincomebeforetax (5.27e+04,4.25e+05]; children [-0.5,0.5]; chiefincomeearnersage (57,61]"
"127","k4174222","89","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; householdincomebeforetax (5.27e+04,4.25e+05]; children [-0.5,0.5]; chiefincomeearnersage (57,61]"
"128","j0713401","90","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype systembuild"
"129","k7119018","91","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (175,225]; hasdisabledorsickoccupant FALSE"
"130","j0561409","92","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"131","j1242411","93","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype housingassociation; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; chiefincomeearnersage [16,26]"
"132","k8040712","94","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone"
"133","j0944307","95","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; children [-0.5,0.5]"
"134","j1312108","96","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"135","k5143102","96","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"136","k6049711","96","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"137","j0852302","97","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"138","j1144202","97","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"139","j1014405","98","builtformtype detached; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]"
"140","j1084307","99","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1945,1950]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]; householdincomebeforetax (1.45e+04,1.62e+04]"
"141","k8152020","100","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; insulationthickness (87.5,112]"
"142","k6070916","101","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.45e+04,1.62e+04]; children [-0.5,0.5]"
"143","j0182406","102","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (0.5,1.5]"
"144","j0574410","103","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; chiefincomeearnersage (80,100]"
"145","j1511107","104","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1950,1955]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; insulationthickness (37.5,62.5]; householdincomebeforetax (1.28e+04,1.45e+04]"
"146","j0991210","105","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype localauthority; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; householdincomebeforetax (2.2e+04,2.43e+04]; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"147","k5045411","106","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (3.03e+04,3.49e+04]; hasdisabledorsickoccupant FALSE"
"148","k8177928","106","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (3.03e+04,3.49e+04]; hasdisabledorsickoccupant FALSE"
"149","j0561409","107","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype localauthority; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (225,275]"
"150","j0182104","108","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (37.5,62.5]; children [-0.5,0.5]; chiefincomeearnersage (57,61]; hasdisabledorsickoccupant FALSE"
"151","k8142826","109","builtformtype convertedflat; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype urban; tenuretype housingassociation; numofbedrooms (0.5,1.5]; externalwallconstructiontype sandstone; householdincomebeforetax (1.11e+04,1.28e+04]"
"152","k7040219","110","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (175,225]"
"153","j1572303","111","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; householdincomebeforetax (1.28e+04,1.45e+04]"
"154","k7040219","112","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (175,225]"
"155","j0172408","113","builtformtype purposebuiltlowriseflat; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype privaterented; numofbedrooms (1.5,2.5]; householdincomebeforetax (2.2e+04,2.43e+04]"
"156","k8177928","114","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (3.03e+04,3.49e+04]; children [-0.5,0.5]"
"157","j1214206","115","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; householdincomebeforetax (1.8e+04,1.98e+04]"
"158","j1161401","116","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype townandfringe; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; householdincomebeforetax (1.11e+04,1.28e+04]"
"159","j1491404","117","builtformtype midterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; children [-0.5,0.5]"
"160","k8009504","118","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1900,1920]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype sandstone"
"161","k8037013","119","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1882,1900]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype graniteorwhinstone"
"162","k1093801","120","builtformtype midterrace; mainheatingfuel mains_gas; buildyear [1170,1882]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype sandstone; insulationthickness (87.5,112]"
"163","k7049608","121","builtformtype detached; mainheatingfuel mains_gas; buildyear (1990,2000]; morphologytype townandfringe; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children (1.5,2.5]"
"164","j1532304","122","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1935,1945]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (112,138]"
"165","j1093309","123","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax [-2.21e+03,8.92e+03]"
"166","j1261310","124","builtformtype detached; mainheatingfuel mains_gas; buildyear (1935,1945]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]"
"167","k5154523","125","builtformtype endterrace; mainheatingfuel mains_gas; buildyear (1962,1965]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"168","k7006822","126","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1965,1970]; morphologytype urban; tenuretype housingassociation; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; chiefincomeearnersage (61,64]"
"169","j1141402","127","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children (1.5,2.5]; chiefincomeearnersage (39,42]"
"170","j1163306","128","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]"
"171","k6054217","129","builtformtype semidetached; mainheatingfuel mains_gas; buildyear (1970,1975]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; children [-0.5,0.5]; hasdisabledorsickoccupant FALSE"
"172","j0691404","130","builtformtype detached; mainheatingfuel mains_gas; buildyear (1975,1981]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (37.5,62.5]; householdincomebeforetax (4.14e+04,5.27e+04]"
"173","k4162009","131","builtformtype detached; mainheatingfuel mains_gas; buildyear (1981,1990]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (1.5,2.5]; externalwallconstructiontype cavity; children [-0.5,0.5]; hasdisabledorsickoccupant TRUE"
"174","j0511207","132","builtformtype midterrace; mainheatingfuel mains_gas; buildyear (1955,1962]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (2.5,3.5]; externalwallconstructiontype cavity; insulationthickness (138,175]"
"175","j1162407","133","builtformtype endterrace; mainheatingfuel house_coal; buildyear (1882,1900]"
"176","j0201309","134","builtformtype detached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (5.27e+04,4.25e+05]; hasdisabledorsickoccupant FALSE"
"177","k5101611","134","builtformtype detached; mainheatingfuel mains_gas; buildyear (1920,1935]; morphologytype urban; tenuretype owneroccupied; numofbedrooms (3.5,4.5]; externalwallconstructiontype cavity; insulationthickness (87.5,112]; householdincomebeforetax (5.27e+04,4.25e+05]; hasdisabledorsickoccupant FALSE"
